"Users_Email","Users_Password","Student_Code","Student_FirstName","Student_LastName","Student_Phone","Student_Birthdate","Student_Religion","Student_MedicalProblem","Faculty_Name","Department_Name","Teacher_Code","Student_AcademicYear"
"oaychna.wrp@rmutto.ac.th","Cs12345678","972074653978-5","อัญชนา","วรพล","0963652578","23-07-2549","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","332602797672-1","2567"
"kantthira.dim@rmutto.ac.th","Cs12345678","664281823851-6","กานต์ธีรา","ดีมาก","0637197513","11/9/2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2566"
"suphwichy.cha@rmutto.ac.th","Cs12345678","664689801346-3","ศุภวิชญ์","ชัชวาล","0976108300","6/8/2548","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","635833065906-1","2566"
"phirphan.wrp@rmutto.ac.th","Cs12345678","291968700805-5","พีรพัฒน์","วรพล","0616802007","21-08-2548","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2565"
"chatrchay.phi@rmutto.ac.th","Cs12345678","804192642333-7","ฉัตรชัย","พีรพัฒน์","0606968097","24-01-2543","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2567"
"jindaratnpha.phu@rmutto.ac.th","Cs12345678","289860975859-8","จินดารัตน์ภา","ภูมิพงษ์","0668044662","3/11/2544","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2565"
"jiraphr.sit@rmutto.ac.th","Cs12345678","306775109084-0","จิราภร","สิทธิพงษ์","0916074260","7/8/2547","ไม่ระบุ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","635833065906-1","2567"
"wremth.pay@rmutto.ac.th","Cs12345678","499330102891-6","วรเมธ","ปัญญาวงศ์","0986673018","1/7/2545","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","332602797672-1","2565"
"chnika.phn@rmutto.ac.th","Cs12345678","455595767142-3","ชนิกา","พงศ์ศักดิ์","0822377546","24-03-2549","ไม่ระบุ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","635833065906-1","2565"
"kongphph.aek@rmutto.ac.th","Cs12345678","752522822373-6","ก้องภพ","แก้วใส","0611984697","4/4/2549","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","636634313387-1","2566"
"ejsa.wrw@rmutto.ac.th","Cs12345678","558376412936-1","เจษฎา","วรวิทย์","0671105705","2/10/2548","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2566"
"oakhrphngs.kit@rmutto.ac.th","Cs12345678","599891316654-0","อัครพงศ์","กิตติศักดิ์","0993302811","2/4/2548","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2565"
"kongphph.ois@rmutto.ac.th","Cs12345678","156575479061-6","ก้องภพ","อิศรา","0946273029","20-02-2547","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","332602797672-1","2567"
"jiraphr.pay@rmutto.ac.th","Cs12345678","638536965880-6","จิราภรณ์","ปัญญาดี","0628451496","14-10-2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2566"
"faais.thw@rmutto.ac.th","Cs12345678","286971844761-1","ฟ้าใส","ทวีโชติ","0816274370","4/2/2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","332602797672-1","2567"
"phngsphathr.wrp@rmutto.ac.th","Cs12345678","962272943456-6","พงศ์ภัทร","วรพัฒน์","0661810311","2/2/2545","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2567"
"phimphchnk.onu@rmutto.ac.th","Cs12345678","850124245457-9","พิมพ์ชนก","อนุชา","0904278063","20-01-2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2567"
"jiraphr.wre@rmutto.ac.th","Cs12345678","662672389396-9","จิราพร","วรเวช","0692902091","26-12-2546","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2567"
"jintpha.wic@rmutto.ac.th","Cs12345678","959776629145-2","จินตภา","วิชิต","0815031761","3/3/2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2567"
"ophichay.wre@rmutto.ac.th","Cs12345678","285446763902-8","อภิชัย","วรเวช","0892561289","5/10/2544","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2565"
"nanthna.sup@rmutto.ac.th","Cs12345678","523312753281-9","นันทนา","ศุภพงษ์","0897310029","20-11-2549","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2567"
"prems.oru@rmutto.ac.th","Cs12345678","832736602524-6","ปรเมศ","อรุณ","0984779276","12/6/2544","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","636634313387-1","2565"
"sunthri.phu@rmutto.ac.th","Cs12345678","896692878640-8","สุนทรี","ภู่ทอง","0885473481","24-03-2547","พุทธ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2566"
"srawui.khj@rmutto.ac.th","Cs12345678","311511466070-4","ศราวุฒิ","ขจรศักดิ์","0638627919","23-09-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","636634313387-1","2566"
"wrwichy.sir@rmutto.ac.th","Cs12345678","338885539766-1","วรวิชญ์","ศิริวัฒน์","0863326312","17-02-2543","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","636634313387-1","2566"
"jindaphr.ksa@rmutto.ac.th","Cs12345678","667335253651-1","จินดาภร","กฤษณะ","0973400761","14-08-2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","332602797672-1","2566"
"santi.pri@rmutto.ac.th","Cs12345678","133900154360-0","สันติ","ปริญญ์","0889256067","3/9/2545","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","332602797672-1","2565"
"suphaphr.pri@rmutto.ac.th","Cs12345678","401588181546-7","สุภาพร","ปรีชา","0836800055","3/8/2545","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2566"
